label,n_points,file
9,2952,valve_0208_lidar_classes.ply
0,451,valve_0209_lidar_classes.ply
1,175,valve_0209_lidar_classes.ply
2,79,valve_0209_lidar_classes.ply
3,556,valve_0209_lidar_classes.ply
4,57,valve_0209_lidar_classes.ply
5,983,valve_0209_lidar_classes.ply
6,657,valve_0209_lidar_classes.ply
7,411,valve_0209_lidar_classes.ply
8,688,valve_0209_lidar_classes.ply
9,2554,valve_0209_lidar_classes.ply
0,816,valve_0210_lidar_classes.ply
1,172,valve_0210_lidar_classes.ply
2,66,valve_0210_lidar_classes.ply
3,663,valve_0210_lidar_classes.ply
4,73,valve_0210_lidar_classes.ply
5,890,valve_0210_lidar_classes.ply
6,679,valve_0210_lidar_classes.ply
7,441,valve_0210_lidar_classes.ply
8,641,valve_0210_lidar_classes.ply
9,2809,valve_0210_lidar_classes.ply
0,623,valve_0211_lidar_classes.ply
1,176,valve_0211_lidar_classes.ply
2,77,valve_0211_lidar_classes.ply
3,714,valve_0211_lidar_classes.ply
4,79,valve_0211_lidar_classes.ply
5,1225,valve_0211_lidar_classes.ply
6,408,valve_0211_lidar_classes.ply
7,386,valve_0211_lidar_classes.ply
8,812,valve_0211_lidar_classes.ply
9,2934,valve_0211_lidar_classes.ply
0,673,valve_0212_lidar_classes.ply
1,192,valve_0212_lidar_classes.ply
2,87,valve_0212_lidar_classes.ply
3,787,valve_0212_lidar_classes.ply
4,108,valve_0212_lidar_classes.ply
5,1115,valve_0212_lidar_classes.ply
6,484,valve_0212_lidar_classes.ply
7,441,valve_0212_lidar_classes.ply
8,795,valve_0212_lidar_classes.ply
9,3413,valve_0212_lidar_classes.ply
0,601,valve_0213_lidar_classes.ply
1,176,valve_0213_lidar_classes.ply
2,89,valve_0213_lidar_classes.ply
3,706,valve_0213_lidar_classes.ply
4,85,valve_0213_lidar_classes.ply
5,1050,valve_0213_lidar_classes.ply
6,881,valve_0213_lidar_classes.ply
7,466,valve_0213_lidar_classes.ply
8,689,valve_0213_lidar_classes.ply
9,2881,valve_0213_lidar_classes.ply
0,499,valve_0214_lidar_classes.ply
1,153,valve_0214_lidar_classes.ply
2,70,valve_0214_lidar_classes.ply
3,544,valve_0214_lidar_classes.ply
4,48,valve_0214_lidar_classes.ply
5,965,valve_0214_lidar_classes.ply
6,584,valve_0214_lidar_classes.ply
7,385,valve_0214_lidar_classes.ply
8,687,valve_0214_lidar_classes.ply
9,2945,valve_0214_lidar_classes.ply
0,760,valve_0215_lidar_classes.ply
1,134,valve_0215_lidar_classes.ply
2,59,valve_0215_lidar_classes.ply
3,441,valve_0215_lidar_classes.ply
4,57,valve_0215_lidar_classes.ply
5,850,valve_0215_lidar_classes.ply
6,317,valve_0215_lidar_classes.ply
7,502,valve_0215_lidar_classes.ply
8,659,valve_0215_lidar_classes.ply
9,2903,valve_0215_lidar_classes.ply
0,584,valve_0216_lidar_classes.ply
1,178,valve_0216_lidar_classes.ply
2,80,valve_0216_lidar_classes.ply
3,685,valve_0216_lidar_classes.ply
4,90,valve_0216_lidar_classes.ply
5,1204,valve_0216_lidar_classes.ply
6,450,valve_0216_lidar_classes.ply
7,445,valve_0216_lidar_classes.ply
8,762,valve_0216_lidar_classes.ply
9,2917,valve_0216_lidar_classes.ply
0,485,valve_0217_lidar_classes.ply
1,153,valve_0217_lidar_classes.ply
2,74,valve_0217_lidar_classes.ply
3,620,valve_0217_lidar_classes.ply
4,69,valve_0217_lidar_classes.ply
5,925,valve_0217_lidar_classes.ply
6,642,valve_0217_lidar_classes.ply
7,453,valve_0217_lidar_classes.ply
8,623,valve_0217_lidar_classes.ply
9,2726,valve_0217_lidar_classes.ply
0,589,valve_0218_lidar_classes.ply
1,143,valve_0218_lidar_classes.ply
2,81,valve_0218_lidar_classes.ply
3,636,valve_0218_lidar_classes.ply
4,71,valve_0218_lidar_classes.ply
5,911,valve_0218_lidar_classes.ply
6,641,valve_0218_lidar_classes.ply
7,429,valve_0218_lidar_classes.ply
8,654,valve_0218_lidar_classes.ply
9,2754,valve_0218_lidar_classes.ply
0,882,valve_0219_lidar_classes.ply
1,196,valve_0219_lidar_classes.ply
2,62,valve_0219_lidar_classes.ply
3,702,valve_0219_lidar_classes.ply
4,85,valve_0219_lidar_classes.ply
5,825,valve_0219_lidar_classes.ply
6,886,valve_0219_lidar_classes.ply
7,486,valve_0219_lidar_classes.ply
8,669,valve_0219_lidar_classes.ply
9,2635,valve_0219_lidar_classes.ply
0,696,valve_0220_lidar_classes.ply
1,231,valve_0220_lidar_classes.ply
2,93,valve_0220_lidar_classes.ply
3,760,valve_0220_lidar_classes.ply
4,75,valve_0220_lidar_classes.ply
5,1071,valve_0220_lidar_classes.ply
6,471,valve_0220_lidar_classes.ply
7,476,valve_0220_lidar_classes.ply
8,693,valve_0220_lidar_classes.ply
9,3686,valve_0220_lidar_classes.ply
0,582,valve_0221_lidar_classes.ply
1,169,valve_0221_lidar_classes.ply
2,71,valve_0221_lidar_classes.ply
3,649,valve_0221_lidar_classes.ply
4,67,valve_0221_lidar_classes.ply
5,984,valve_0221_lidar_classes.ply
6,547,valve_0221_lidar_classes.ply
7,410,valve_0221_lidar_classes.ply
8,615,valve_0221_lidar_classes.ply
9,3462,valve_0221_lidar_classes.ply
0,700,valve_0222_lidar_classes.ply
1,136,valve_0222_lidar_classes.ply
2,51,valve_0222_lidar_classes.ply
3,428,valve_0222_lidar_classes.ply
4,52,valve_0222_lidar_classes.ply
5,866,valve_0222_lidar_classes.ply
6,308,valve_0222_lidar_classes.ply
7,381,valve_0222_lidar_classes.ply
8,706,valve_0222_lidar_classes.ply
9,2931,valve_0222_lidar_classes.ply
0,744,valve_0223_lidar_classes.ply
1,156,valve_0223_lidar_classes.ply
2,73,valve_0223_lidar_classes.ply
3,557,valve_0223_lidar_classes.ply
4,73,valve_0223_lidar_classes.ply
5,909,valve_0223_lidar_classes.ply
6,327,valve_0223_lidar_classes.ply
7,420,valve_0223_lidar_classes.ply
8,772,valve_0223_lidar_classes.ply
9,3100,valve_0223_lidar_classes.ply
0,879,valve_0224_lidar_classes.ply
1,140,valve_0224_lidar_classes.ply
2,74,valve_0224_lidar_classes.ply
3,448,valve_0224_lidar_classes.ply
4,58,valve_0224_lidar_classes.ply
5,831,valve_0224_lidar_classes.ply
6,388,valve_0224_lidar_classes.ply
7,485,valve_0224_lidar_classes.ply
8,696,valve_0224_lidar_classes.ply
9,3276,valve_0224_lidar_classes.ply
0,419,valve_0225_lidar_classes.ply
1,151,valve_0225_lidar_classes.ply
2,77,valve_0225_lidar_classes.ply
3,551,valve_0225_lidar_classes.ply
4,68,valve_0225_lidar_classes.ply
5,964,valve_0225_lidar_classes.ply
6,549,valve_0225_lidar_classes.ply
7,421,valve_0225_lidar_classes.ply
8,631,valve_0225_lidar_classes.ply
9,2466,valve_0225_lidar_classes.ply
0,505,valve_0226_lidar_classes.ply
1,167,valve_0226_lidar_classes.ply
2,63,valve_0226_lidar_classes.ply
3,575,valve_0226_lidar_classes.ply
4,61,valve_0226_lidar_classes.ply
5,998,valve_0226_lidar_classes.ply
6,650,valve_0226_lidar_classes.ply
7,405,valve_0226_lidar_classes.ply
8,765,valve_0226_lidar_classes.ply
9,2839,valve_0226_lidar_classes.ply
0,640,valve_0227_lidar_classes.ply
1,174,valve_0227_lidar_classes.ply
2,88,valve_0227_lidar_classes.ply
3,746,valve_0227_lidar_classes.ply
4,69,valve_0227_lidar_classes.ply
5,1098,valve_0227_lidar_classes.ply
6,472,valve_0227_lidar_classes.ply
7,514,valve_0227_lidar_classes.ply
8,662,valve_0227_lidar_classes.ply
9,3661,valve_0227_lidar_classes.ply
0,881,valve_0228_lidar_classes.ply
1,120,valve_0228_lidar_classes.ply
2,73,valve_0228_lidar_classes.ply
3,482,valve_0228_lidar_classes.ply
4,71,valve_0228_lidar_classes.ply
5,842,valve_0228_lidar_classes.ply
6,413,valve_0228_lidar_classes.ply
7,455,valve_0228_lidar_classes.ply
8,750,valve_0228_lidar_classes.ply
9,3233,valve_0228_lidar_classes.ply
0,656,valve_0229_lidar_classes.ply
1,157,valve_0229_lidar_classes.ply
2,83,valve_0229_lidar_classes.ply
3,663,valve_0229_lidar_classes.ply
4,85,valve_0229_lidar_classes.ply
5,911,valve_0229_lidar_classes.ply
6,666,valve_0229_lidar_classes.ply
7,386,valve_0229_lidar_classes.ply
8,707,valve_0229_lidar_classes.ply
9,2632,valve_0229_lidar_classes.ply
0,720,valve_0230_lidar_classes.ply
1,158,valve_0230_lidar_classes.ply
2,81,valve_0230_lidar_classes.ply
3,571,valve_0230_lidar_classes.ply
4,92,valve_0230_lidar_classes.ply
5,982,valve_0230_lidar_classes.ply
6,370,valve_0230_lidar_classes.ply
7,506,valve_0230_lidar_classes.ply
8,750,valve_0230_lidar_classes.ply
9,3013,valve_0230_lidar_classes.ply
0,500,valve_0231_lidar_classes.ply
1,142,valve_0231_lidar_classes.ply
2,72,valve_0231_lidar_classes.ply
3,596,valve_0231_lidar_classes.ply
4,72,valve_0231_lidar_classes.ply
5,927,valve_0231_lidar_classes.ply
6,614,valve_0231_lidar_classes.ply
7,375,valve_0231_lidar_classes.ply
8,706,valve_0231_lidar_classes.ply
9,2493,valve_0231_lidar_classes.ply
0,673,valve_0232_lidar_classes.ply
1,210,valve_0232_lidar_classes.ply
2,88,valve_0232_lidar_classes.ply
3,750,valve_0232_lidar_classes.ply
4,96,valve_0232_lidar_classes.ply
5,1210,valve_0232_lidar_classes.ply
6,418,valve_0232_lidar_classes.ply
7,432,valve_0232_lidar_classes.ply
8,743,valve_0232_lidar_classes.ply
9,3156,valve_0232_lidar_classes.ply
0,540,valve_0233_lidar_classes.ply
1,147,valve_0233_lidar_classes.ply
2,73,valve_0233_lidar_classes.ply
3,639,valve_0233_lidar_classes.ply
4,77,valve_0233_lidar_classes.ply
5,873,valve_0233_lidar_classes.ply
6,669,valve_0233_lidar_classes.ply
7,417,valve_0233_lidar_classes.ply
8,695,valve_0233_lidar_classes.ply
9,2490,valve_0233_lidar_classes.ply
0,677,valve_0234_lidar_classes.ply
1,167,valve_0234_lidar_classes.ply
2,74,valve_0234_lidar_classes.ply
3,559,valve_0234_lidar_classes.ply
4,77,valve_0234_lidar_classes.ply
5,1121,valve_0234_lidar_classes.ply
6,328,valve_0234_lidar_classes.ply
7,445,valve_0234_lidar_classes.ply
8,798,valve_0234_lidar_classes.ply
9,2919,valve_0234_lidar_classes.ply
0,746,valve_0235_lidar_classes.ply
1,186,valve_0235_lidar_classes.ply
2,59,valve_0235_lidar_classes.ply
3,450,valve_0235_lidar_classes.ply
4,86,valve_0235_lidar_classes.ply
5,704,valve_0235_lidar_classes.ply
6,303,valve_0235_lidar_classes.ply
7,442,valve_0235_lidar_classes.ply
8,607,valve_0235_lidar_classes.ply
9,3047,valve_0235_lidar_classes.ply
0,555,valve_0236_lidar_classes.ply
1,170,valve_0236_lidar_classes.ply
2,59,valve_0236_lidar_classes.ply
3,579,valve_0236_lidar_classes.ply
4,73,valve_0236_lidar_classes.ply
5,976,valve_0236_lidar_classes.ply
6,548,valve_0236_lidar_classes.ply
7,409,valve_0236_lidar_classes.ply
8,626,valve_0236_lidar_classes.ply
9,2928,valve_0236_lidar_classes.ply
0,362,valve_0237_lidar_classes.ply
1,171,valve_0237_lidar_classes.ply
2,83,valve_0237_lidar_classes.ply
3,538,valve_0237_lidar_classes.ply
4,76,valve_0237_lidar_classes.ply
5,984,valve_0237_lidar_classes.ply
6,565,valve_0237_lidar_classes.ply
7,424,valve_0237_lidar_classes.ply
8,665,valve_0237_lidar_classes.ply
9,2746,valve_0237_lidar_classes.ply
0,626,valve_0238_lidar_classes.ply
1,151,valve_0238_lidar_classes.ply
2,84,valve_0238_lidar_classes.ply
3,577,valve_0238_lidar_classes.ply
4,96,valve_0238_lidar_classes.ply
5,1100,valve_0238_lidar_classes.ply
6,407,valve_0238_lidar_classes.ply
7,465,valve_0238_lidar_classes.ply
8,892,valve_0238_lidar_classes.ply
9,2991,valve_0238_lidar_classes.ply
0,896,valve_0239_lidar_classes.ply
1,215,valve_0239_lidar_classes.ply
2,79,valve_0239_lidar_classes.ply
3,726,valve_0239_lidar_classes.ply
4,114,valve_0239_lidar_classes.ply
5,1322,valve_0239_lidar_classes.ply
6,980,valve_0239_lidar_classes.ply
7,478,valve_0239_lidar_classes.ply
8,688,valve_0239_lidar_classes.ply
9,2617,valve_0239_lidar_classes.ply
0,719,valve_0240_lidar_classes.ply
1,162,valve_0240_lidar_classes.ply
2,51,valve_0240_lidar_classes.ply
3,450,valve_0240_lidar_classes.ply
4,78,valve_0240_lidar_classes.ply
5,944,valve_0240_lidar_classes.ply
6,294,valve_0240_lidar_classes.ply
7,328,valve_0240_lidar_classes.ply
8,717,valve_0240_lidar_classes.ply
9,2824,valve_0240_lidar_classes.ply
0,531,valve_0241_lidar_classes.ply
1,147,valve_0241_lidar_classes.ply
2,74,valve_0241_lidar_classes.ply
3,622,valve_0241_lidar_classes.ply
4,76,valve_0241_lidar_classes.ply
5,907,valve_0241_lidar_classes.ply
6,621,valve_0241_lidar_classes.ply
7,364,valve_0241_lidar_classes.ply
8,760,valve_0241_lidar_classes.ply
9,2362,valve_0241_lidar_classes.ply
0,729,valve_0242_lidar_classes.ply
1,233,valve_0242_lidar_classes.ply
2,98,valve_0242_lidar_classes.ply
3,793,valve_0242_lidar_classes.ply
4,119,valve_0242_lidar_classes.ply
5,1073,valve_0242_lidar_classes.ply
6,947,valve_0242_lidar_classes.ply
7,439,valve_0242_lidar_classes.ply
8,771,valve_0242_lidar_classes.ply
9,2758,valve_0242_lidar_classes.ply
0,880,valve_0243_lidar_classes.ply
1,122,valve_0243_lidar_classes.ply
2,59,valve_0243_lidar_classes.ply
3,473,valve_0243_lidar_classes.ply
4,69,valve_0243_lidar_classes.ply
5,1003,valve_0243_lidar_classes.ply
6,371,valve_0243_lidar_classes.ply
7,387,valve_0243_lidar_classes.ply
8,901,valve_0243_lidar_classes.ply
9,2884,valve_0243_lidar_classes.ply
0,507,valve_0244_lidar_classes.ply
1,137,valve_0244_lidar_classes.ply
2,78,valve_0244_lidar_classes.ply
3,657,valve_0244_lidar_classes.ply
4,66,valve_0244_lidar_classes.ply
5,852,valve_0244_lidar_classes.ply
6,674,valve_0244_lidar_classes.ply
7,397,valve_0244_lidar_classes.ply
8,633,valve_0244_lidar_classes.ply
9,2880,valve_0244_lidar_classes.ply
0,826,valve_0245_lidar_classes.ply
1,163,valve_0245_lidar_classes.ply
2,96,valve_0245_lidar_classes.ply
3,654,valve_0245_lidar_classes.ply
4,91,valve_0245_lidar_classes.ply
5,1064,valve_0245_lidar_classes.ply
6,448,valve_0245_lidar_classes.ply
7,411,valve_0245_lidar_classes.ply
8,744,valve_0245_lidar_classes.ply
9,3247,valve_0245_lidar_classes.ply
0,398,valve_0246_lidar_classes.ply
1,147,valve_0246_lidar_classes.ply
2,74,valve_0246_lidar_classes.ply
3,582,valve_0246_lidar_classes.ply
4,73,valve_0246_lidar_classes.ply
5,904,valve_0246_lidar_classes.ply
6,603,valve_0246_lidar_classes.ply
7,405,valve_0246_lidar_classes.ply
8,652,valve_0246_lidar_classes.ply
9,2856,valve_0246_lidar_classes.ply
0,681,valve_0247_lidar_classes.ply
1,217,valve_0247_lidar_classes.ply
2,90,valve_0247_lidar_classes.ply
3,784,valve_0247_lidar_classes.ply
4,94,valve_0247_lidar_classes.ply
5,1139,valve_0247_lidar_classes.ply
6,469,valve_0247_lidar_classes.ply
7,464,valve_0247_lidar_classes.ply
8,780,valve_0247_lidar_classes.ply
9,3464,valve_0247_lidar_classes.ply
0,850,valve_0248_lidar_classes.ply
1,219,valve_0248_lidar_classes.ply
2,78,valve_0248_lidar_classes.ply
3,826,valve_0248_lidar_classes.ply
4,137,valve_0248_lidar_classes.ply
5,1204,valve_0248_lidar_classes.ply
6,879,valve_0248_lidar_classes.ply
7,447,valve_0248_lidar_classes.ply
8,736,valve_0248_lidar_classes.ply
9,2972,valve_0248_lidar_classes.ply
0,510,valve_0249_lidar_classes.ply
1,158,valve_0249_lidar_classes.ply
2,72,valve_0249_lidar_classes.ply
3,567,valve_0249_lidar_classes.ply
4,72,valve_0249_lidar_classes.ply
5,955,valve_0249_lidar_classes.ply
6,621,valve_0249_lidar_classes.ply
7,377,valve_0249_lidar_classes.ply
8,662,valve_0249_lidar_classes.ply
9,2981,valve_0249_lidar_classes.ply
0,932,valve_0250_lidar_classes.ply
1,158,valve_0250_lidar_classes.ply
2,81,valve_0250_lidar_classes.ply
3,619,valve_0250_lidar_classes.ply
4,74,valve_0250_lidar_classes.ply
5,1062,valve_0250_lidar_classes.ply
6,436,valve_0250_lidar_classes.ply
7,381,valve_0250_lidar_classes.ply
8,776,valve_0250_lidar_classes.ply
9,3224,valve_0250_lidar_classes.ply
0,524,valve_0251_lidar_classes.ply
1,143,valve_0251_lidar_classes.ply
2,75,valve_0251_lidar_classes.ply
3,626,valve_0251_lidar_classes.ply
4,56,valve_0251_lidar_classes.ply
5,1031,valve_0251_lidar_classes.ply
6,534,valve_0251_lidar_classes.ply
7,387,valve_0251_lidar_classes.ply
8,714,valve_0251_lidar_classes.ply
9,2456,valve_0251_lidar_classes.ply
0,478,valve_0252_lidar_classes.ply
1,136,valve_0252_lidar_classes.ply
2,76,valve_0252_lidar_classes.ply
3,591,valve_0252_lidar_classes.ply
4,56,valve_0252_lidar_classes.ply
5,846,valve_0252_lidar_classes.ply
6,619,valve_0252_lidar_classes.ply
7,390,valve_0252_lidar_classes.ply
8,677,valve_0252_lidar_classes.ply
9,2632,valve_0252_lidar_classes.ply
0,676,valve_0253_lidar_classes.ply
1,214,valve_0253_lidar_classes.ply
2,104,valve_0253_lidar_classes.ply
3,779,valve_0253_lidar_classes.ply
4,92,valve_0253_lidar_classes.ply
5,1197,valve_0253_lidar_classes.ply
6,505,valve_0253_lidar_classes.ply
7,441,valve_0253_lidar_classes.ply
8,788,valve_0253_lidar_classes.ply
9,3162,valve_0253_lidar_classes.ply
0,840,valve_0254_lidar_classes.ply
1,158,valve_0254_lidar_classes.ply
2,73,valve_0254_lidar_classes.ply
3,527,valve_0254_lidar_classes.ply
4,63,valve_0254_lidar_classes.ply
5,1124,valve_0254_lidar_classes.ply
6,278,valve_0254_lidar_classes.ply
7,477,valve_0254_lidar_classes.ply
8,772,valve_0254_lidar_classes.ply
9,2997,valve_0254_lidar_classes.ply
0,926,valve_0255_lidar_classes.ply
1,144,valve_0255_lidar_classes.ply
2,74,valve_0255_lidar_classes.ply
3,510,valve_0255_lidar_classes.ply
4,76,valve_0255_lidar_classes.ply
5,940,valve_0255_lidar_classes.ply
6,424,valve_0255_lidar_classes.ply
7,446,valve_0255_lidar_classes.ply
8,688,valve_0255_lidar_classes.ply
9,3054,valve_0255_lidar_classes.ply
0,687,valve_0256_lidar_classes.ply
1,199,valve_0256_lidar_classes.ply
2,89,valve_0256_lidar_classes.ply
3,759,valve_0256_lidar_classes.ply
4,78,valve_0256_lidar_classes.ply
5,1120,valve_0256_lidar_classes.ply
6,487,valve_0256_lidar_classes.ply
7,500,valve_0256_lidar_classes.ply
8,762,valve_0256_lidar_classes.ply
9,3586,valve_0256_lidar_classes.ply
0,875,valve_0257_lidar_classes.ply
1,245,valve_0257_lidar_classes.ply
2,92,valve_0257_lidar_classes.ply
3,765,valve_0257_lidar_classes.ply
4,92,valve_0257_lidar_classes.ply
5,1120,valve_0257_lidar_classes.ply
6,987,valve_0257_lidar_classes.ply
7,440,valve_0257_lidar_classes.ply
8,628,valve_0257_lidar_classes.ply
9,3030,valve_0257_lidar_classes.ply
0,661,valve_0258_lidar_classes.ply
1,159,valve_0258_lidar_classes.ply
2,82,valve_0258_lidar_classes.ply
3,579,valve_0258_lidar_classes.ply
4,67,valve_0258_lidar_classes.ply
5,1130,valve_0258_lidar_classes.ply
6,462,valve_0258_lidar_classes.ply
7,510,valve_0258_lidar_classes.ply
8,770,valve_0258_lidar_classes.ply
9,3072,valve_0258_lidar_classes.ply
0,740,valve_0259_lidar_classes.ply
1,172,valve_0259_lidar_classes.ply
2,75,valve_0259_lidar_classes.ply
3,674,valve_0259_lidar_classes.ply
4,87,valve_0259_lidar_classes.ply
5,974,valve_0259_lidar_classes.ply
6,770,valve_0259_lidar_classes.ply
7,418,valve_0259_lidar_classes.ply
8,637,valve_0259_lidar_classes.ply
9,2810,valve_0259_lidar_classes.ply
0,409,valve_0260_lidar_classes.ply
1,169,valve_0260_lidar_classes.ply
2,74,valve_0260_lidar_classes.ply
3,558,valve_0260_lidar_classes.ply
4,70,valve_0260_lidar_classes.ply
5,888,valve_0260_lidar_classes.ply
6,628,valve_0260_lidar_classes.ply
7,408,valve_0260_lidar_classes.ply
8,682,valve_0260_lidar_classes.ply
9,2954,valve_0260_lidar_classes.ply
0,681,valve_0261_lidar_classes.ply
1,191,valve_0261_lidar_classes.ply
2,109,valve_0261_lidar_classes.ply
3,726,valve_0261_lidar_classes.ply
4,94,valve_0261_lidar_classes.ply
5,1187,valve_0261_lidar_classes.ply
6,437,valve_0261_lidar_classes.ply
7,385,valve_0261_lidar_classes.ply
8,932,valve_0261_lidar_classes.ply
9,3019,valve_0261_lidar_classes.ply
0,620,valve_0262_lidar_classes.ply
1,154,valve_0262_lidar_classes.ply
2,76,valve_0262_lidar_classes.ply
3,571,valve_0262_lidar_classes.ply
4,87,valve_0262_lidar_classes.ply
5,937,valve_0262_lidar_classes.ply
6,494,valve_0262_lidar_classes.ply
7,511,valve_0262_lidar_classes.ply
8,676,valve_0262_lidar_classes.ply
9,3263,valve_0262_lidar_classes.ply
0,509,valve_0263_lidar_classes.ply
1,146,valve_0263_lidar_classes.ply
2,69,valve_0263_lidar_classes.ply
3,571,valve_0263_lidar_classes.ply
4,40,valve_0263_lidar_classes.ply
5,841,valve_0263_lidar_classes.ply
6,627,valve_0263_lidar_classes.ply
7,396,valve_0263_lidar_classes.ply
8,606,valve_0263_lidar_classes.ply
9,2670,valve_0263_lidar_classes.ply
0,577,valve_0264_lidar_classes.ply
1,186,valve_0264_lidar_classes.ply
2,79,valve_0264_lidar_classes.ply
3,668,valve_0264_lidar_classes.ply
4,73,valve_0264_lidar_classes.ply
5,988,valve_0264_lidar_classes.ply
6,461,valve_0264_lidar_classes.ply
7,391,valve_0264_lidar_classes.ply
8,606,valve_0264_lidar_classes.ply
9,3253,valve_0264_lidar_classes.ply
0,604,valve_0265_lidar_classes.ply
1,186,valve_0265_lidar_classes.ply
2,82,valve_0265_lidar_classes.ply
3,720,valve_0265_lidar_classes.ply
4,91,valve_0265_lidar_classes.ply
5,1096,valve_0265_lidar_classes.ply
6,512,valve_0265_lidar_classes.ply
7,438,valve_0265_lidar_classes.ply
8,710,valve_0265_lidar_classes.ply
9,3235,valve_0265_lidar_classes.ply
0,888,valve_0266_lidar_classes.ply
1,203,valve_0266_lidar_classes.ply
2,71,valve_0266_lidar_classes.ply
3,711,valve_0266_lidar_classes.ply
4,105,valve_0266_lidar_classes.ply
5,967,valve_0266_lidar_classes.ply
6,923,valve_0266_lidar_classes.ply
7,452,valve_0266_lidar_classes.ply
8,739,valve_0266_lidar_classes.ply
9,2486,valve_0266_lidar_classes.ply
0,858,valve_0267_lidar_classes.ply
1,234,valve_0267_lidar_classes.ply
2,80,valve_0267_lidar_classes.ply
3,782,valve_0267_lidar_classes.ply
4,117,valve_0267_lidar_classes.ply
5,1226,valve_0267_lidar_classes.ply
6,924,valve_0267_lidar_classes.ply
7,424,valve_0267_lidar_classes.ply
8,798,valve_0267_lidar_classes.ply
9,2741,valve_0267_lidar_classes.ply
0,629,valve_0268_lidar_classes.ply
1,160,valve_0268_lidar_classes.ply
2,69,valve_0268_lidar_classes.ply
3,679,valve_0268_lidar_classes.ply
4,88,valve_0268_lidar_classes.ply
5,988,valve_0268_lidar_classes.ply
6,682,valve_0268_lidar_classes.ply
7,406,valve_0268_lidar_classes.ply
8,633,valve_0268_lidar_classes.ply
9,2774,valve_0268_lidar_classes.ply
0,633,valve_0269_lidar_classes.ply
1,182,valve_0269_lidar_classes.ply
2,110,valve_0269_lidar_classes.ply
3,772,valve_0269_lidar_classes.ply
4,126,valve_0269_lidar_classes.ply
5,1091,valve_0269_lidar_classes.ply
6,506,valve_0269_lidar_classes.ply
7,474,valve_0269_lidar_classes.ply
8,734,valve_0269_lidar_classes.ply
9,3589,valve_0269_lidar_classes.ply
0,722,valve_0270_lidar_classes.ply
1,160,valve_0270_lidar_classes.ply
2,77,valve_0270_lidar_classes.ply
3,659,valve_0270_lidar_classes.ply
4,79,valve_0270_lidar_classes.ply
5,927,valve_0270_lidar_classes.ply
6,748,valve_0270_lidar_classes.ply
7,399,valve_0270_lidar_classes.ply
8,693,valve_0270_lidar_classes.ply
9,2440,valve_0270_lidar_classes.ply
0,455,valve_0271_lidar_classes.ply
1,176,valve_0271_lidar_classes.ply
2,69,valve_0271_lidar_classes.ply
3,590,valve_0271_lidar_classes.ply
4,68,valve_0271_lidar_classes.ply
5,1016,valve_0271_lidar_classes.ply
6,610,valve_0271_lidar_classes.ply
7,375,valve_0271_lidar_classes.ply
8,748,valve_0271_lidar_classes.ply
9,2921,valve_0271_lidar_classes.ply
0,727,valve_0272_lidar_classes.ply
1,155,valve_0272_lidar_classes.ply
2,56,valve_0272_lidar_classes.ply
3,451,valve_0272_lidar_classes.ply
4,66,valve_0272_lidar_classes.ply
5,916,valve_0272_lidar_classes.ply
6,291,valve_0272_lidar_classes.ply
7,272,valve_0272_lidar_classes.ply
8,666,valve_0272_lidar_classes.ply
9,2706,valve_0272_lidar_classes.ply
0,910,valve_0273_lidar_classes.ply
1,169,valve_0273_lidar_classes.ply
2,69,valve_0273_lidar_classes.ply
3,678,valve_0273_lidar_classes.ply
4,76,valve_0273_lidar_classes.ply
5,1148,valve_0273_lidar_classes.ply
6,915,valve_0273_lidar_classes.ply
7,521,valve_0273_lidar_classes.ply
8,699,valve_0273_lidar_classes.ply
9,2537,valve_0273_lidar_classes.ply
0,565,valve_0274_lidar_classes.ply
1,173,valve_0274_lidar_classes.ply
2,68,valve_0274_lidar_classes.ply
3,673,valve_0274_lidar_classes.ply
4,72,valve_0274_lidar_classes.ply
5,1099,valve_0274_lidar_classes.ply
6,573,valve_0274_lidar_classes.ply
7,404,valve_0274_lidar_classes.ply
8,767,valve_0274_lidar_classes.ply
9,2998,valve_0274_lidar_classes.ply
0,768,valve_0275_lidar_classes.ply
1,117,valve_0275_lidar_classes.ply
2,56,valve_0275_lidar_classes.ply
3,436,valve_0275_lidar_classes.ply
4,53,valve_0275_lidar_classes.ply
5,836,valve_0275_lidar_classes.ply
6,344,valve_0275_lidar_classes.ply
7,423,valve_0275_lidar_classes.ply
8,629,valve_0275_lidar_classes.ply
9,2912,valve_0275_lidar_classes.ply
0,832,valve_0276_lidar_classes.ply
1,212,valve_0276_lidar_classes.ply
2,60,valve_0276_lidar_classes.ply
3,688,valve_0276_lidar_classes.ply
4,86,valve_0276_lidar_classes.ply
5,800,valve_0276_lidar_classes.ply
6,772,valve_0276_lidar_classes.ply
7,438,valve_0276_lidar_classes.ply
8,603,valve_0276_lidar_classes.ply
9,2693,valve_0276_lidar_classes.ply
0,742,valve_0277_lidar_classes.ply
1,180,valve_0277_lidar_classes.ply
2,98,valve_0277_lidar_classes.ply
3,701,valve_0277_lidar_classes.ply
4,58,valve_0277_lidar_classes.ply
5,1003,valve_0277_lidar_classes.ply
6,429,valve_0277_lidar_classes.ply
7,419,valve_0277_lidar_classes.ply
8,696,valve_0277_lidar_classes.ply
9,3725,valve_0277_lidar_classes.ply
0,504,valve_0278_lidar_classes.ply
1,139,valve_0278_lidar_classes.ply
2,86,valve_0278_lidar_classes.ply
