obj_file,rec_file,status,rmse_rec_to_ref,rmse_ref_to_rec,hausdorff,mean_dist,rec_faces,ref_faces,ref_verts
16.10.obj,valve_0008_lidar_classes_reconstructed.ply,ok,31.232891066572673,53.44533560443087,106.29855262515339,37.80672233853603,37892,104294,202777
16.10.obj,valve_0009_lidar_classes_reconstructed.ply,ok,34.47876556714776,59.42998383017906,122.33694132936665,41.82495704235852,51918,104294,202777
16.10.obj,valve_0010_lidar_classes_reconstructed.ply,ok,29.801277443275207,51.01332087991073,100.43445240789485,35.4655046610613,40525,104294,202777
16.10.obj,valve_0011_lidar_classes_reconstructed.ply,ok,31.558752939075166,53.14376630834503,104.02593335196293,37.41301573508215,36496,104294,202777
16.10.obj,valve_0012_lidar_classes_reconstructed.ply,ok,27.48731582013812,50.95598490641458,103.01497335807963,34.28626613524865,35324,104294,202777
16.10.obj,valve_0013_lidar_classes_reconstructed.ply,ok,29.096230855411097,51.42356644444591,103.64573030935276,35.27876025840438,39271,104294,202777
16.10.obj,valve_0014_lidar_classes_reconstructed.ply,ok,31.966212695883357,56.076340533492115,110.29072993253135,39.15435922348981,43266,104294,202777
16.10.obj,valve_0015_lidar_classes_reconstructed.ply,ok,32.02193618227918,56.32930885261087,115.21768806818281,38.36197096485525,51403,104294,202777
16.10.obj,valve_0016_lidar_classes_reconstructed.ply,ok,28.00294692423378,52.187259066704534,99.8488341471425,36.172059116385796,45164,104294,202777
16.10.obj,valve_0017_lidar_classes_reconstructed.ply,ok,37.32425805231349,62.68311276028047,128.18921230737715,43.419299172013396,53831,104294,202777
16.10.obj,valve_0018_lidar_classes_reconstructed.ply,ok,27.95776749127689,51.16583397072363,102.01823382864032,34.749522218357015,30582,104294,202777
16.10.obj,valve_0019_lidar_classes_reconstructed.ply,ok,36.73624706275101,61.46386321699011,124.43276804017925,42.592689746459335,53469,104294,202777
16.10.obj,valve_0020_lidar_classes_reconstructed.ply,ok,29.638985543019118,54.57028717711384,104.13247008926271,37.93266501737092,43858,104294,202777
16.obj,valve_0001_lidar_classes_reconstructed.ply,ok,15.891513570825898,17.26614961354214,76.92822138943949,12.492974851354088,32077,188182,353876
16.obj,valve_0002_lidar_classes_reconstructed.ply,ok,33.8441363798035,30.749447148628185,160.97409164255268,15.78072434340224,35210,188182,353876
16.obj,valve_0003_lidar_classes_reconstructed.ply,ok,43.119256579237266,37.33226813316665,206.05383040429288,21.396140547495982,51700,188182,353876
16.obj,valve_0004_lidar_classes_reconstructed.ply,ok,45.07091695601396,35.3471103020218,181.72575384065732,23.215362226145515,52080,188182,353876
16.obj,valve_0005_lidar_classes_reconstructed.ply,ok,24.607693263654948,24.912310593529494,125.27335856220864,15.795082121792182,51819,188182,353876
16.obj,valve_0006_lidar_classes_reconstructed.ply,ok,39.24604213155838,30.75096330125506,173.33865825372638,17.903626942332295,35374,188182,353876
16.obj,valve_0007_lidar_classes_reconstructed.ply,ok,11.287021778457682,18.566526614769067,87.35280818409136,9.887685589971007,33440,188182,353876
16.obj,valve_0008_lidar_classes_reconstructed.ply,ok,41.766713416890944,32.28931231935414,187.420473071385,19.216843058943727,37892,188182,353876
16.obj,valve_0009_lidar_classes_reconstructed.ply,ok,35.410836673743006,36.204158490624486,204.37899001544963,18.54299511125327,51918,188182,353876
16.obj,valve_0010_lidar_classes_reconstructed.ply,ok,28.470352399278134,30.49192024405135,152.8648888165363,15.990090925560132,40525,188182,353876
16.obj,valve_0011_lidar_classes_reconstructed.ply,ok,32.28495637723373,30.255031780800454,158.82896808179615,17.329314773690264,36496,188182,353876
16.obj,valve_0012_lidar_classes_reconstructed.ply,ok,39.22430674877012,32.77699831045999,137.88390092107298,20.283255361120325,35324,188182,353876
16.obj,valve_0013_lidar_classes_reconstructed.ply,ok,20.85379099280592,20.787449144101817,105.65252724691898,13.7388262378954,39271,188182,353876
16.obj,valve_0014_lidar_classes_reconstructed.ply,ok,29.6822818500812,29.006485798571614,147.79064702305735,16.621498330659797,43266,188182,353876
16.obj,valve_0015_lidar_classes_reconstructed.ply,ok,40.58472655162546,35.36696744111829,168.93672845761304,22.186177781094067,51403,188182,353876
16.obj,valve_0016_lidar_classes_reconstructed.ply,ok,9.651763094339033,14.020766984805544,73.20768876891933,7.998142958926388,45164,188182,353876
16.obj,valve_0017_lidar_classes_reconstructed.ply,ok,47.27334017566682,41.015936529701406,205.0973098584112,24.670401390766656,53831,188182,353876
16.obj,valve_0018_lidar_classes_reconstructed.ply,ok,11.923110688825394,14.896176359059604,59.47390012699932,10.649623626672208,30582,188182,353876
16.obj,valve_0019_lidar_classes_reconstructed.ply,ok,44.94131138079668,38.04759060245091,203.5826262934302,22.623870195260572,53469,188182,353876
16.obj,valve_0020_lidar_classes_reconstructed.ply,ok,17.950186340506196,22.888791105797747,119.97400846345268,11.567323546281408,43858,188182,353876
